st_racuna,artikli
354977,2 16 2066 3098 5657 2098 57 1599 619 5768 5273 2235 186 1730 1766 4329 247 256 271 824 370 385 1409 395 422 440 441
355249,2 3678 619 6388 3360 4398 2364 1351 2391 15715 879 4004 16807
355454,2 46 53 1081 57 115 5273 1220 294 1357 440 446 980
355536,1 2 34 46 2098 60 74 115 4229 256 294 2364 395 420 440 441 446 589 598 619 824 2898 879 9124 11178 980 1042 1140 5259 1206 1358 1439 2032
357024,2585 36 619 115 271 294 908 11727
357173,1 2 16 60 11540 847 9152
358729,2 16 34 41 46 2098 53 57 242 2298 271 385 421 619 908 1042 1064 1208 7651 1766 3872
359612,2 34 1064 440 9272 446
361051,1 2 16 2066 34 41 46 115 150 6384 242 6388 247 256 272 294 2387 385 407 421 440 448 530 589 590 593 604 608 619 653 719 824 879 908 1042 1220 5582 1502 1730 1766 16304 10175
361528,2 7171 530 1042 34 60 598 1220 5314 1276 294 3903 1357 908 421 440 980 2520
361726,2 1042 2066 8237 57 74 590 195 5838 1242 13527 420 440 446
361808,271 57
362092,2 34 2102 60 72 107 247 256 370 440 446 590 619 6841 908 1042 1101 1220 3654 1623 1850 1987
362762,1 2 11265 16 1042 34 36 41 590 604 3678 9859 662 1206 186 4322 247 271 1351 385 395 1439 421 446 980 1502
363107,2 534 34 60 5696 16 2710 186 1220 294 9005 1351 1357 11639 395 908 420 448 465 2523
363119,2 1042 41 46 53 590 619 1140 247 256 908 421 441
365084,2 53 60 10396 6388 395 440 441 446 2520 534 590 824 879 1208
366828,2 16 2066 2067 46 57 74 5107 613 107 619 186 195 247 3846 275 7492 1351 852 1364 370 6017 395 908 4026 440 446 511
369390,440 1987
369591,1042 23 3098 34 41 46 598 613 186 256 370 395 441 980
371251,2 511 16 534 1064 564 1599 74 598 619 115 1042 4246 5289 186 1730 256 271 1351 590 421
371302,5640 10257 534 1064 2098 593 115 13448 16524 1211 1994 980 511
372270,2 16 34 46 57 60 74 4269 195 247 4379 2438 395 3979 9633 446 8130
372275,34 294 1766
372342,2 1042 36 53 598 10333 107 619 115 23 2225 1206 195 824 2364 1351 395 440 448 2520 511
372471,2 16 534 3098 1064 46 51 57 74 590 619 4204 1140 115 5259 1206 186 195 7421 256 271 272 824 5447 2391 5497 7551 1439 4515 4004 440 446 488
373051,1 2 46 53 57 74 590 598 107 619 271 294 440 446
373971,2 5640 2066 34 74 115 1206 1220 1766 6388 256 300 824 1357 852 5497 908 3490 6574 440 446 458 10219 5627
375042,534 195
375376,2 57 1351
376178,1 2 16 34 41 53 60 74 115 167 186 271 2364 370 395 440 4669 590 593 619 6850 824 852 4956 1042 1081 1351 1357 5497 5582 1766 3990 6070
376309,2 16 1042 38 41 53 57 115 5779 2224 186 1220 8389 3789 2780 271 294 421 9133 441 980 8180 511
377038,2 534 60 9818 115 2235 271 294 2364 395 446
377686,440 57 2032
378067,2 2066 34 1064 41 115 186 1730 5497
381007,2 2066 16 34 46 53 57 1081 60 74 619 163 186 256 271 294 824 1351 852 370 2431 440 441 980 2032 511
381352,1 2 4885 16 1042 34 41 564 53 57 2105 60 1599 74 14926 598 604 7781 619 9327 3702 5259 7326 163 1730 1220 6850 1766 1779 271 9005 824 5949 5968 14693 370 1409 4481 8066 1439 421 446 980 4065
382272,2 1042 2585 57 60 4669 74 589 590 604 619 115 1235 5337 4322 294 824 1351 852 6017 3488 421 2987 440 446 2032 511
382604,2 534 1064 57 613 186 195 256 3358 3360 3364 385 422 1987 5107
383451,2 16 46 589 3678 619 2182 2788 256 294 300 5968 9122 421 440 441 446
383483,2 16 534 2585 46 60 4166 613 619 115 2175 9922 1220 1260 824 2364 440 448
383662,11265 2 53 60 2387 440 446
385114,2 16 23 34 2098 57 60 590 593 598 1206 271 2364 395 420 421 440 441 448 980 1502
385659,2 46 57 619 151 271 272 824 440
387341,2 34 46 53 60 74 590 115 1206 186 1211 256 294 300 4419 2424 395 420
388955,2 16 1042 36 53 57 590 4694 619 115 195 1766 247 908 9634 440
389193,2 1042 34 2098 5696 74 598 115 186 294 1351 852 458 9680
389239,16 23 46 2098 60 74 619 4204 7311 1206 1766 1351 421
389338,2 395 16 2233 619 247
390507,2 593 824 395 2008
390521,2 16 53 1351 1242
390531,256 2 1042 46 53 74 1351 1358 980 2008
390593,2 2066 534 1042 34 590 593 1623 1640 619 115 1675 1766 256 824 2387 5497 421 6574 440 448 2523 2032
391073,2 74 107 247 256 275 2424 4481 420 421 440 441 446 448 4581 534 564 590 593 598 613 619 6806 6846 2810 806 13117 852 9065 908 980 9198 1042 1064 11538 9772 13970 4006 4036
391126,2 16 3098 1042 74 590 7248 619 115 16558 1730 195 16633 11538 4885 824 1351 1409 421 10219
391320,395 41 309 824 1081 186 1358 719 593 9061 619
391449,2 16 3098 1439 46 824 57 60 3903 1987 1220 619 370
391757,1 16 1042 57 1599 74 593 4204 7311 163 1206 186 195 247 256 822 824 370 395 421
392128,2 16 34 60 74 115 186 247 256 294 395 421 440 441 446 448 4650 590 598 619 719 824 908 980 1042 1081 11332 5292 1351 5497 9787 1730 1766 5949
392192,2 60 115 247 294 446 564 619 6846 719 908 980 1042 7302 1279 9818
393008,1 2 16 23 41 57 60 74 115 186 242 247 256 271 294 385 395 420 422 440 446 590 598 619 2791 824 1064 1081 11359 7394 1351 1357 1358 1409 1599 5779 7993 8066
394049,2 5133 1042 564 9284 589 3157 6780 300 3903 908 422 440 4026
394329,2 195 247 256 14109 440
394427,1 2 2066 16 3098 34 53 57 74 590 619 1206 247 256 294 300 822 1351 421 440 446 2032
394461,2 1042 16 2098 53 4154 598 613 619 6846 4885 824 1351
395262,2 16 1042 2612 564 590 604 619 3224 186 1214 1357 852 440
395452,2 15368 16 36 46 590 593 619 1351 421 440 485
395903,2 41 60 107 2810 12033 275 294 852 1407
396159,2 11265 5640 16 1042 34 41 72 589 593 598 619 3180 15494 1208 7875 9421 2808 271 3360 300 9005 1358 852 4446 1402 1409 395 9622 441 446 5582 2008
396440,2 16 2612 57 60 74 619 115 195 1766 824 2391 385 421 440 980 1502
397153,2 16 534 34 60 74 619 115 1220 294
397964,256 2 16 3098 1439 440 57 186 1081 446 598 247 3180 115
398442,2 16 34 41 53 57 74 115 2166 12440 2260 421 440 446 458 534 619 824 908 15264 1042 1064 7248 3180 1409 3520 9680 1622 8066
400368,2 2066 1042 34 41 72 590 619 115 653 1220 1357 1439 421 6574 441
400552,2 16 46 53 57 74 115 186 2235 195 247 256 271 294 2364 370 2424 395 440 446 488 2585 590 598 619 824 847 1042 3098 1064 13361 13362 1140 7321 1206 1220 5337 1351 5447 1358 3406 1502 13892 3846 6017
400858,2 1042 534 34 1064 8752 53 60 271 294 824 1351 395 15264 421 446 2032
403869,2 530 16 34 564 590 598 115 5259 3788 9433 247 294 824 1351 421 1987
407047,1 2 16 2066 34 36 41 46 53 57 72 74 2166 163 186 6388 247 271 370 385 395 421 440 446 452 488 511 534 590 598 619 2710 824 852 908 963 980 1042 1081 1206 1208 1220 1235 5337 1276 1357 1358 1502 3554 5627 3654 7774 8066 1987
407130,2 534 1064 46 74 619 272 294 852 395
407438,2 16 1042 36 46 53 590 598 619 1220 247 1351 908 441 446 9695
408239,2 16 41 53 57 72 107 115 247 2425 440 446 448 458 511 590 619 4797 8962 824 9224 1042 1351 3521 1588 5949 10141
408584,2 2585 36 1064 3629 53 1599 115 1206 186 1214 1730 8428 247 12033 908 6559 440 441 446 980
408732,256 2 6029 16 824 440 57 446 1220 598 12656 247
408781,2 1042 57 60 598 619 115 242 256 294 440 446
409151,2 530 534 34 46 9273 1081 4166 598 115 186 1220 256 272 9523 824 5447 1357 1358 3406 385 4004 441 9152
409345,2 590 852 598 619
410347,2 16 2066 2612 57 1081 74 4204 186 256 294 852 4004 421 440 446
410359,2 57 115 1220 440 446
410761,2 2066 34 53 2101 57 74 10396 6388 2298 395 2443 441 446 534 564 598 619 5088 1064 1140 1220 3358 3360 3364 1351 1358 5735 3903
411269,2 16 34 46 53 57 115 186 271 2364 385 395 440 446 465 2515 8670 485 534 564 598 619 824 11265 1042 1064 1140 1351 1357 1364 1802
411432,2 1802 53 824 74 485 115
412104,1042 36 598 2710 824 1358 395 511
413897,2 23 34 41 1081 60 74 7248 593 1622 598 617 115 2780 1766 294 824 5447 6017 395 1439 421 11179 440 446 441 2008
414522,2 16 1042 74 598 619 5273 1766 256 271 824 1351 440 446 458 980
414755,8066 2 271 16 23 46 2101 1357 598 5735 370
414856,2 16 2066 1042 34 1599 74 590 604 107 619 6315 195 1766 256 294 9005 824 2364 342 385 395 421 448 458 4047 2032
415839,1 2 16 1042 34 1064 2601 46 57 74 590 598 619 115 294 824 1351
415911,1 2 2066 1042 34 53 564 60 74 590 619 186 1730 247 1351 852 908 1439 421 422 440
416916,1 2 16 2066 53 57 256 4379 440 590 598 619 852 9272 5289 1358 7552 11935 2032
418051,2 16 1042 34 1064 41 46 53 57 60 590 271 385 421 420 446 2032
418126,2 16 2066 34 41 53 60 74 195 247 271 440 441 488 2585 6774 9122 1081 7406 9523 3629 5694 1599 2043
418255,2 16 34 41 46 74 619 1220 1357 879 385 908 2032
418904,1 2 16 534 8237 60 598 11479 271 385 8066 1439 448
418959,1 2 16 2066 34 53 57 60 74 115 2205 186 2387 421 440 446 10759 534 590 604 4703 619 824 908 1042 5289 1220 1351 3490 1599 13892 9859 5779 5838 2032
419373,2 16 3098 57 60 74 590 593 613 619 115 1330 1351 421 440 458 1502
419451,2 16 46 57 1206 2233 5337 247 256 271 294 824 370 4515 440 446 1502
419585,2 2066 16 534 34 41 46 2098 57 619 115 1206 1766 1779 271 824 3903 395 421 440 441 446 980 4065
419646,2 1 2066 16 57 74 4703 619 1220 195 294 824 1358 1357 14715 1409 395 1439 440 2032
419972,2 16 34 41 4650 53 57 60 10815 1599 74 590 619 115 14461 1766 14076 256 294 824 1351 3952 908 440 12249
420562,1 2 2066 16 1042 53 619 6774 186 5337 271 2391 980 14297 2032
420672,2 1042 34 53 57 186 6850 441 446
420748,2 16 46 53 60 107 10488 271 294 395 420 440 446 448 593 613 617 619 852 980 1208 1211 11538 1351 1358 11697 3903 1987
420926,1409 34 41 824 448 1351 619 1655
420975,2 16 2066 1064 46 1599 6725 74 4696 619 1140 1208 1214 9433 271 824 1351 1357 2443 395 440 441 980
421879,2 16 534 1064 57 60 74 1218 7421 256 2391 7551 1439 420 440 2032
422127,2 1042 534 1081 57 60 74 598 91 11386 186 7421 256 824 1351 421 440 446 458
423371,2 16 1064 57 74 10333 1206 256 294 4403 12088 7498 7515 395 4004 420 440 446 963
423445,8704 2 3098 53 57 1622 604 115 1140 1655 1042 195 9436 1779 271 824 4933 1351 4435 363 11123 440 441 458 8703
424655,2 534 16 34 5158 41 74 83 619 1655 7321 163 5289 8884 1206 186 1220 1242 1766 1770 256 300 1330 824 2364 1357 2386 363 14702 370 5497 908 395 407 8090 421 441 452 3022
424955,1 2 271 16 34 41 2391 2032 370
425113,2 195 5949 2424 385 8066 440 2032
425183,2 36 598 115 1730 256 824 2364 879 440
425815,2 3098 34 46 57 74 619 1206 247 256 6406 824 1357 1358 395 2987 440
427165,2 2066 34 1064 53 57 74 590 598 115 186 195 247 256 271 60 824 2364 8006 1358 852 2391 395 440 446 8180
428519,2 16 53 60 74 107 115 195 2298 2364 440 441 446 598 619 824 852 908 980 1140 1206
428938,256 3358 3360 3364 5949 7091 440
430080,2 34 60 590 604 1140 1206 440 448
430534,256 2 6406 395 271 16 1439 440 824 60 1730 619
432688,1 2 16 34 57 4154 1081 590 619 163 186 256 260 271 294 1358 12658 395 2465 440 441 446 1502 488
432824,2 3098 3610 34 46 51 1081 60 163 186 1220 1357 852 370 395 420 440 446 980 4065
433055,2 256 16 34 5928 53 824 57 441 1351 74 2260 115
433114,2 34 598 107 3733 1187 1208 256 395 421 440 446 7651
433243,908 46 1081 1357 598
433656,2 16 53 57 9273 74 2208 2209 2237 1260 256 1304 294 363 440 511
434158,2 16 22 51 53 57 74 2224 271 363 370 4481 4515 420 441 604 4885 9122 3098 1078 3219 5273 1186 1330 3394 7769 16081 1779 1844
434584,2 16 1042 51 115 675 1206 271 272 3903 2368 5471 370 1439 11177 441 446 452 3022
434740,2 2066 34 41 46 57 60 74 10333 4216 4243 163 186 245 247 10488 256 294 8487 300 363 370 385 395 440 441 446 534 563 590 608 619 653 824 5075 1042 1081 1220 1260 1373 1404 14109 1987 1994 2040
435208,2 530 16 1042 34 41 46 2101 53 590 598 619 1140 247 256 294 2364 1351 395 421 440 448
435319,1 2 564 440 1081 60 446
436008,2 1439 1064 57 441 3406 619
436567,2 16 1042 57 619 186 195 3788 7421 271 3872 824 2424 395 10654 4004 421 420 440 441 446 1502
436663,1 2 16 34 57 619 115 186 195 271 824 852 2391 9061 395 440
437952,2 1064 57 1599 74 619 115 1242 256 824 6559 440 441 1987
438084,16 1042 34 41 2098 60 74 107 8848 186 1723 242 247 256 2340 5447 908 420 440 446 2520 8180
438924,2 1042 1351
439687,2 16 1042 34 9273 57 619 1766 271 824 2032
440267,1 2 16 2066 23 41 46 51 53 57 60 74 186 2235 195 247 256 271 275 420 421 441 446 511 590 619 9005 980 1042 1208 1351 1599 7959 3903 2032
440742,2 16 1042 421 1208 370
441122,2 534 46 53 51 74 83 598 3696 186 195 1242 245 256 271 272 4379 3358 3360 3364 4398 5939 824 2364 822 4434 2391 4477 385 2438 395 4004 2471 10674 10676 294 5088
441417,2 16 1042 34 53 564 57 589 590 593 115 653 5262 681 186 195 1235 5370 6912 275 1351 1358 5013 421 420 1502 485
442211,1 2 16 22 34 41 53 115 9851 6315 186 2235 1730 1237 9005 824 1351 1364 390 908 420
442277,2 16 534 1081 74 598 619 115 5273 3788 719 247 256 8963 824 395 440 1987 980
442516,2066 3098 34 57 74 590 5273 195 247 3358 3360 3364 370 908 421 488
442559,256 294 440 1351 74 619 115 247
442800,2 16 74 115 247 256 271 2340 2364 395 2463 440 441 446 448 465 604 6774 824 980 1042 1081 1206 1220 5337 1357 3406 1358 14030 1944
443262,2 1 534 34 36 115 195 719 247 256 824 908 440 446
443310,2 1 271 3360 3364 4702
443504,1 2 16 22 57 60 115 186 195 8389 256 271 294 385 440 2612 589 590 619 824 9104 1042 1064 11332 5273 5314 3358 3360 3364 1351 1357 1358 1779 2032
443698,41 53 60 1357 908
444455,2 2066 34 41 2098 57 74 2205 163 186 247 271 275 294 395 421 440 485 589 590 598 619 719 1214 1599 3788
444482,2 57 1081 5273 1351 6017 441
444632,2 16 534 74 619 115 1766 271 824 1351 395 441 440
444734,2 16 22 534 1042 3098 590 619 115 195 1242 1779 7421 256 3406 852 9061 370 2438 1439 420 421 440 441 446 980
444961,1 2 16 564 1081 57 60 589 593 604 619 4204 1042 186 195 5314 1766 247 6391 256 271 294 824 1351 2391 385 908 6559 421 440 3538 468 2032
445076,1 2 1042 557 53 1599 593 115 13966 5779 5273 5284 1723 9436 14558 1766 247 271 275 3358 3360 3364 822 1364 9061 5497 908 1439 12202 440 1987 8651 8652 511
445103,2 1042 16 557 57 74 590 604 619 115 195 1766 260 271 824 1351 407 421 10218
446135,1 2 1042 46 57 1599 590 598 604 115 1140 1766 247 271 824 1351 1358 2443 395 421 2472 440 446 448 980
446250,2 8066 2585 34 4515 420 46 53 60 13509 1351 74 1622 879
446901,2 16 36 53 2101 57 60 74 115 2225 186 242 256 294 4403 2424 395 2472 440 511 534 598 619 6774 2780 908 1081 1140 9376 1220 1357 5735 7900 1822 1850
447154,2 5640 16 46 53 57 619 186 247 256 1802 271 824 1351 4434 2387 440 446 4065
447663,1 2 16 3098 1064 60 74 593 619 10418 256 271 294 1351 13653 908 440
448159,1 2 23 60 74 115 2233 2235 2237 195 247 256 294 395 421 440 446 590 619 824 1042 1081 7305 1351 12249
448347,2 41
449723,2 57 10333 115 1206 256 272 271 385 441 458
449816,1 2 16 34 46 57 60 74 115 2235 247 256 294 370 440 441 446 619 11015 980 3098 5289 1220 1351 1358 5694 1766
450274,2 16 53 590 7248 271 441 488
451285,2 1042
451670,2 534 2066 34 1064 53 1081 60 590 619 5273 10418 186 1730 195 1766 6389 294 1351 395 441
451690,2 294 619 1357 370 115 534 3098
451816,2 16 34 36 41 53 60 2298 421 422 10674 440 619 908 9152 9198 1042 5405 3424 3425 3445 7900 3903 2008 12249
452152,2 115 167 256 421 441 8752 590 598 619 2810 824 1042 9272 1081 13892 8020
454139,1 2 16 46 57 5273 2780 256 775 271 294 4403 824 370 1502
454613,2 8237 60 74 598 619 1042 167 186 1220 1766 256 271 2867 824 1357 1358 908 421 440 1987 980
455341,2 16 2066 2098 57 60 74 115 247 395 420 421 440 441 598 619 824 852 980 1042 1220 1351 1357 1358 11874 1987 1994
455555,1 2 1042 564 53 57 74 4204 115 7311 1206 1351 879 448
456115,1 2 16 1042 5696 74 590 115 195 256 271 294 824 2364 908 420 440 446 448
456820,2 1042 2066 46 60 74 593 598 294 824 16713 395 420 440
457288,2 46 53 1081 57 593 598 1623 604 613 619 115 4229 1208 186 1766 294 824 421 440 2008
457673,2 1599 593 1140 115 1208 186 195 823 824 2364 2387 2443 395 2472 485
457831,395 115
458943,1 2 34 36 46 2612 53 598 107 1140 824 2364 13117 908 440 446 458 1502
459094,2 1042 534 1599 619 115 824 2387 908 11177 446 980 4065
461941,2 16 2066 34 115 1185 824 440
461987,247 446
462347,2 16 1042 3610 1599 4166 115 195 256 271 14108 824 1357 420 468 2032
464029,2 7171 1042 53 598 1622 604 619 115 167 256 824 852 395 440 441 446 488
464744,2 16 34 421 824 1766
465202,1 2 16 2101 619 1140 2182 1730 5337 256 271 824 370 440 2032
466482,2 534 34 1064 46 57 3157 115 6841 4886 370 420 440
466656,2 1042 34 53 60 115 186 256 294 824 1351 395 908 420 440
467047,2 16 534 1042 3098 1064 46 57 60 3157 604 619 195 3903 370 421
467127,16 34 46 53 590 619 115 1206 247 294 395 440 446
467689,2 16 36 57 6388 256 260 395 407 4526 440 446 534 590 598 619 908 1042 1064 5259 1357 1502 5627 3788 16109 3846 5949 1987
467731,2 593 619 115 662 186 1723 247 256 824 1358 852 385 8607 421 440 446 1502
467783,2 16 1042 34 53 57 167 1766 1357 395 440 441 446
468737,16 34 46 115 256 294 395 420 440 446 534 598 619 2674 1042 1214 1351 5497
468910,2 34 41 46 6191 72 74 115 245 247 256 8490 2364 370 395 421 440 446 458 465 2520 485 530 534 12855 590 598 604 617 619 12928 734 7057 965 1042 3098 1064 1081 5292 1220 1351 7548 9675 9680 15845 1599 1603 11951 1722 1723 5858 6017 8180
468986,1 2 16 34 46 2098 57 4166 275 294 4515 421 440 441 446 2585 590 604 619 9005 824 980 7170 1042 1351 1502 3610 5694 1766 2032
469491,2 16 57 590 619 115 195 2298 256 294 2424 395
469536,2 1042 57 598 186 2298 256 294 1351 395 440 446 963
469558,2 60 590 598 604 619 247 256 294 824 1351 421 440 446 2520
470548,1042 46 5694 6725 590 10396 3360 1351 7043 7651
470860,2 16 8752 53 1081 60 72 74 115 1220 824 1351 5497 395 908 421 4517 440 1502 485
472092,1 2 16 46 57 60 74 115 195 247 256 271 4403 2364 4434 2391 390 395 407 421 441 485 511 564 590 598 604 619 824 908 980 11479 1351 5497 3542 2032
472169,2 16 534 23 1064 46 74 115 5259 5289 186 1220 3788 9425 3360 4398 2387 370 2424 12679 395 2989 446 448
472224,2 16 2066 57 74 115 2233 2237 275 4434 440 446 504 534 598 619 2856 824 908 1502 9695 1987
472724,2 16 53 60 590 1622 7406 271 395 440 441 448
472834,2 2066 1042 3654 619 3696 195 5337 247 256 271 7959 14619 3358 3360 294 2391 908 440 446 980
473294,2 16 2066 1042 1081 60 74 619 115 167 2233 195 256 271 294 822 824 8061 385 8067 395 908 440
474354,2066 41 46 57 590 619 256 824 5949 440 446
475565,1 2 2066 1042 3098 46 74 598 619 115 186 824 1351 370 421 440
477228,2 16 1042 53 589 458 2520 3554 511
478049,2 1042 420 41 440 441 446 74 247
478247,2 51 57 74 598 619 115 1206 186 2260 272 4885 1364 9061 421 12734 1987 452
479036,46 57 115 1730 247 256 824 440 446 1987 488
479118,2 619
479450,2 16 46 57 60 74 115 14472 186 247 256 271 294 440 2523 534 564 908 963 1064 1220 1357 1623
479757,2 16 2066 593 598 619 115 256 2364 1351 440 446
479928,2 16 53 74 590 598 619 186 3788 294 9124 421 440 1987 980 2523
480455,2 16 1042 3629 46 2098 619 1242 271 824 1351 2391
480682,2 7171 16 2066 1042 534 1064 57 1599 590 598 4696 2674 115 7311 6850 256 271 272 824 1357 852 1373 5497 7043 1439 440 441 446
480733,2 16 1042 1064 13361 53 57 74 619 115 167 2235 247 256 271 294 824 2364 385 395 9122 4515 446
480827,2 60
481521,2 16 4650 57 60 604 619 115 145 5284 1206 1766 2340 822 1439 9124 421 440 2008 1502
481669,2 564 74 619 145 161 186 247 271 4885 1351 395 441
485517,2 16 34 57 598 115 1220 2248 3360 3364 4398 395 908 421 448
485598,256 2 395 16 3219 421 53 4669 3903 604
485879,2 16 34 36 41 46 256 2340 294 2387 14683 395 4515 440 441 446 511 10759 564 590 598 617 2710 4797 957 1042 13418 1409 11697 3654 1766 4065
486063,2 16 2066 3098 1064 46 57 1081 60 74 589 11874 617 619 186 1730 1220 3789 2780 247 256 5949 10594 879 370 1409 440 446 458 488 2032
486125,2 1042 23 34 41 619 1140 8890 2235 1220 1766 271 824 385 2443 908 420 2032
487087,2 16 2066 23 8237 53 57 60 74 91 115 163 6315 186 195 247 256 271 2387 395 440 446 448 534 4669 598 619 6908 801 824 7091 1042 3098 1220 1351 1357 1439 1730 5949 1987 4065
488198,2 16 41 1081 2105 10393 271 824 440
488968,1 2 16 9273 195 271 2391 7551 3979 12249 2032
489090,2 16 2066 34 74 590 1730 256 824 395 421 440
489568,2 115 7421 11534 824 1351 852 7551 441 2032
490029,2 1042 9273 590 598 107 619 115 1220 7421 271 824 395 446
490943,2 16 593 604 619 1140 2205 6392 271 824 421 440 441 980 1502
492196,13817 16 412 824 446 480 488 4204
494171,2 2066 74
494345,2 16 1042 34 46 2098 53 1081 1599 74 589 3157 598 7774 115 163 2224 186 1220 1766 6388 271 294 300 2364 1351 1357 1364 908 395 421 440 446 1987 488
494690,1 2 395 16 1042 407 300 2098 53 60 598 115
494742,2 16 46 619 4761 186 1220 3788 3872 294 1357 879 5497 395 407 421 440 3554
495082,1 2 10762 16 1042 53 4154 60 589 2166 5273 2260 294 824 1351 1364 421 440 2032
495227,2 16 1042 23 3098 4648 1064 46 53 57 4669 74 107 115 2166 1206 1730 247 294 300 4403 824 1351 1357 10594 440 441 1987 5577 3554
495269,2 2443 10393 3358 3360 2472 2101 2248 8657 598 2520 9433 5735 1140
495789,2 1042 590 1622 294 824 421 440 441 3520 12264
496706,2 7170 16 57 598 619 247 256 370 908 440
496821,2 1042 74 593 598 9818 247 256 271 908 1502 2043
496981,16 46 53 598 4761 421 440 446 448 2032
499317,2 34 41 46 57 72 590 593 619 115 163 6388 256 294 824 2364 422 440
500782,2 16 3098 440 8504 1351 3406 488
500800,1 2 598 619 2387 1502
501101,2 16 1042 1064 74 598 2235 247 256 271 2364 1351 1987 980
503048,2 16 1042 41 2612 60 10815 74 590 619 107 195 1235 1766 271 824 852 908 421 2032 511
503405,2 34 57 60 74 2205 186 247 256 275 294 385 421 440 446 590 598 908 9122 980 1042 3098 1081 1206 1235 1351 1439 3678 9859 3979 1987 2032
503685,1 2 16 2066 34 41 46 53 1081 74 115 186 195 247 256 2364 5949 1351 908 2032 511
503940,2 34 46 53 16561 186 247 385 421 440 446 485 534 590 598 604 617 2780 8963 847 879 2989 963 980 1064 1351 5577 1502 1599 13892 5858 1766 6017
503974,2 271 3098 294 422 1064 1357 511
504402,256 16 440 186 1214 1502 115
504718,2 16 1042 534 36 1579 2101 53 57 72 598 7259 5735 619 115 1140 163 5314 3358 3360 3364 4398 1358 1364 2443 2472 980
505643,2 34 2093 57 115 1779 271 9601 440 446 452 3567
505928,1 2 16 1042 3098 34 41 46 2098 53 57 1081 60 590 598 604 619 1675 4237 163 186 256 271 4403 363 370 420 421 441 1502 2032
506241,2 34 41 4912
506678,2 16 36 57 60 115 167 195 256 2364 2391 421 590 619 824 3098 1081 1351 1357 1439 5858 3996
507077,3358 3360 294 824 74 598 3696
507516,2 16 564 74 619 186 256 271 395
507694,2 16 3098 1439 57 60 980 619 370
507766,2 385 271 34 41 46 1206 57 2233 2237 4329
508948,1 2 16 3098 57 74 619 115 195 824 1357 370 1409 395 440
510132,2 16 23 34 41 2101 5735 1140 2235 1220 1766 824 1351 1357 395
510569,2 16 34 46 57 115 186 294 4398 441 446 448 465 590 598 619 2674 908 980 11265 1042 1064 1081 5273 3360 3364 1766
510629,1 2 1042 1081 590 593 598 619 186 1766 1351 980
510646,57 74 598 115 1220 247 271 294 824 1357 2387
510678,2 1 1632 115 824 2364 1409
510764,60 6774 1822 16244 440
511027,2 598 619 1766 2364 1351 2387
511545,1 2 16 2066 57 74 115 2298 256 294 385 440 441 446 448 4581 619 4798 714 801 806 824 9198 1042 1081 1351 6017
511735,2 36 46 6388 247 294 421 440 446 10759 564 598 619 719 1042 3788
511966,271 8130 115 247
512213,2 16 2066 46 51 57 74 115 186 247 2387 4481 395 485 564 593 598 619 879 1042 1351 1353 1357 9592 2032
512559,2 271 272 16 60 980 115
513185,2 16 34 74 1220 247 1351 370 5497 440 441
513672,2 2066 34 41 46 57 74 1730 271 1439 421 2032
513940,74 598 1622 9818 4204 7875 1242 271 446
514416,2 34 74 115 1214 271 824
514596,256 2 271 46 1081 1357 1105 247
514920,2 2066 824 2032 115
514970,1042 46 590 9818 604 9321 195 1220 247 256 824 1357 5497 908 440 446 1987
515110,2 16 2066 8752 53 60 619 1206 1220 2298 271 1351 385 8066 440 1502 2032
515800,2 1 1042 22 34 60 589 593 604 619 256 294 440 2008 1502
516242,2 16 23 1064 57 4166 74 589 590 598 619 115 1042 9918 294 824 10101 1409 6558 440 441
516721,2 16 3098 34 1064 46 72 74 598 619 115 2166 1042 1675 1185 1187 1220 271 5928 1357 395 3488 421 440 446 465
517219,2 16 1042 534 7198 46 51 57 590 619 10393 163 2233 186 1218 1220 247 272 3358 3360 3364 824 11612 1390 395 908 440
517253,2 1042 46 57 2105 74 590 619 115 163 1730 256 271 824 1351 395 440 446 958 980 4052 2032
517420,395 3360 46 4398 57 441 60 2387 598 604 1766
518145,1 2 271 3358 3360 3619 53 824 1220 2387 852
518237,2 16 53 57 1599 619 5779 10488 256 294 395 421 440 448
518299,2 16 3098 57 74 619 115 294 908 448
518430,34 41 1140 195 247 256 12088 824 8048 440 446 1987
518886,2 16 46 590 604 619 115 163 370 441 1994 980 4065
519214,1 2 1042 598 604 619 186 1766 256 824 395 420 1502 7651 2032
519458,2 1 16 1042 46 57 60 74 619 115 256 294 824 395 421 440 446
519582,2 16 34 41 57 6725 74 590 598 1623 619 115 2233 824 10594 879 395 420 440 441 446 458
519731,1 2 16 2066 57 1599 593 598 619 1730 1242 1766 9122 420 11178 11179 441 2523
520974,2 3358 3360 34 4398 53 485 879
521083,2 2066 16 534 1042 34 1064 41 46 2098 57 1599 74 590 604 619 4204 653 681 195 714 1237 7406 247 256 294 824 5949 3903 5958 1351 2387 1364 1373 1409 385 440 441 480 485 511
522185,2 3098 74 619
522203,2 7900 15078
522342,1 2 16 1042 8227 51 57 590 604 6774 4229 9425 2780 247 256 271 294 4403 1348 4434 1409 385 4004 2471 440 441 446
522615,2 16 619 1766 271 294 1351 395 421
522954,2 16 1042 9273 57 60 74 590 115 1214 247 256 271 294 1357 7515 370 395 440 441 448 1502
523570,2 16 2066 74 107 115 195 6388 8487 2391 395 6559 421 440 441 446 10759 534 590 619 824 1042 1351 13892 7868
524634,2 440
